end_list,start_list,value_list,start,end,value,multiply_value,indexResult
DB00194,DB11263,0.405356,DB00194,DB00640,1.0,0.405356,0.016881905230631575
DB00154,DB04221,0.405096,DB00154,DB14104,1.0,0.405096,0.016833016770950837
DB00154,DB01718,0.405096,DB00154,DB14104,1.0,0.405096,0.016833016770950837
DB00182,DB06704,0.404929,DB00182,DB01576,1.0,0.404929,0.016801673537540654
DB00397,DB03066,0.40452,DB00397,DB01486,1.0,0.40452,0.01672510271192099
DB00415,DB09324,0.442909,DB00415,DB01060,0.913259,0.404490630431,0.01671961477251184
DB00322,DB09010,0.473684,DB00322,DB04485,0.853409,0.404246188756,0.016673993272704645
DB00370,DB00751,0.515127,DB00370,DB06148,0.784672,0.404205733344,0.016666452215126866
DB00182,DB00782,0.404095,DB00182,DB01576,1.0,0.404095,0.01664582464170217
DB00154,DB04856,0.404079,DB00154,DB14104,1.0,0.404079,0.016642845782398413
DB00401,DB09543,0.450443,DB00401,DB01115,0.896854,0.403981606322,0.01662472210689655
DB00443,DB00990,0.403799,DB00443,DB01234,1.0,0.403799,0.016590782911826397
DB00313,DB04165,0.727607,DB00313,DB03568,0.5547,0.4036036028999999,0.016554526208541878
DB00565,DB01394,0.444649,DB00565,DB00732,0.906962,0.403279746338,0.0164945692620258
DB00154,DB06479,0.403113,DB00154,DB14104,1.0,0.403113,0.016463764826240644
DB00539,DB00738,0.473557,DB00539,DB00675,0.850033,0.402539077381,0.01635808165733114
DB00145,DB00302,0.565685,DB00145,DB00855,0.711512,0.40249166572,0.016349374870684448
DB00186,DB01553,0.469458,DB00186,DB00842,0.857215,0.4024264394699999,0.016337402470208397
DB00451,DB02999,0.40234,DB00451,DB00509,1.0,0.40234,0.016321546864051642
DB00194,DB06292,0.402261,DB00194,DB00640,1.0,0.402261,0.016307066364419965
DB00182,DB12163,0.402147,DB00182,DB01576,1.0,0.402147,0.016286188091241143
DB00487,DB00827,0.458664,DB00487,DB01059,0.87646,0.40200064944,0.016259415570436902
DB00341,DB00648,0.401189,DB00341,DB06282,1.0,0.401189,0.016111558627620027
DB00341,DB00586,0.401148,DB00341,DB06282,1.0,0.401148,0.016104117603439203
DB00127,DB04513,0.416025,DB00127,DB03566,0.963624,0.4008916745999999,0.016057658164706015
DB00244,DB00190,0.489956,DB00244,DB00233,0.818182,0.400873179992,0.01605431002575019
DB00178,DB05869,0.408248,DB00178,DB00519,0.981481,0.400687655288,0.016020753957141184
DB00182,DB07477,0.400501,DB00182,DB01576,1.0,0.400501,0.01598704854454642
DB00194,DB13155,0.400501,DB00194,DB00640,1.0,0.400501,0.01598704854454642
DB00341,DB04831,0.400501,DB00341,DB06282,1.0,0.400501,0.01598704854454642
DB00341,DB00748,0.400501,DB00341,DB06282,1.0,0.400501,0.01598704854454642
DB00282,DB05010,0.46291,DB00282,DB00630,0.865181,0.40050093671,0.015987037125282808
DB00454,DB00708,0.499434,DB00454,DB00913,0.801486,0.400289358924,0.01594889813909098
DB00190,DB12313,0.508001,DB00190,DB00968,0.787839,0.400222999839,0.01593695086716544
DB00387,DB01116,0.400163,DB00387,DB00376,1.0,0.400163,0.01592615451305764
DB00297,DB06212,0.400111,DB00297,DB01002,1.0,0.400111,0.015916802255762915
DB00452,DB01082,0.405081,DB00452,DB01421,0.98773,0.40011065613,0.015916740424602675
DB00295,DB00714,0.453539,DB00295,DB00318,0.88218,0.40010303502,0.0159153701231396
DB00402,DB00670,0.40008,DB00402,DB01198,1.0,0.40008,0.015911228906796047
DB00341,DB00471,0.400066,DB00341,DB06282,1.0,0.400066,0.01590871240870388
DB00194,DB09146,0.400036,DB00194,DB00640,1.0,0.400036,0.015903320956507736
DB00143,DB03459,0.473286,DB00143,DB03310,0.845154,0.3999995560439999,0.015896773342613284
DB00542,DB01058,0.449359,DB00542,DB14125,0.890025,0.399940743975,0.01588621144431875
DB00162,DB11231,0.448359,DB00162,DB06755,0.891991,0.399932192769,0.015884676211841232
DB00427,DB09488,0.733535,DB00427,DB06264,0.544862,0.39967534717,0.01583861751301459
DB00396,DB13587,0.469458,DB00396,DB06780,0.85105,0.3995322308999999,0.015812998426070667
DB00521,DB00373,0.522862,DB00521,DB01210,0.764093,0.399515194166,0.015809950849744268
DB00182,DB12129,0.399362,DB00182,DB01576,1.0,0.399362,0.015782567612909203
DB00271,DB00551,0.47194,DB00271,DB09133,0.846114,0.39931504116,0.015774181188482703
DB00143,DB11695,0.472405,DB00143,DB03310,0.845154,0.39925497537,0.015763459040252302
DB00297,DB11477,0.399186,DB00297,DB01002,1.0,0.399186,0.015751153473863667
DB00301,DB01283,0.416938,DB00301,DB00485,0.956847,0.398945874486,0.015708372171406037
DB00445,DB06810,0.398832,DB00445,DB00997,1.0,0.398832,0.015688115695645117
DB00402,DB00238,0.398527,DB00402,DB01198,1.0,0.398527,0.015633961200256955
DB00345,DB01086,0.58384,DB00345,DB01035,0.6825,0.3984708,0.01562399847301689
DB00119,DB03587,0.527046,DB00119,DB03166,0.755929,0.398409355734,0.015613111738895218
DB00317,DB09285,0.483046,DB00317,DB05424,0.823713,0.397891269798,0.01552155165853946
DB00182,DB00503,0.39736,DB00182,DB01576,1.0,0.39736,0.015428096419883077
DB00182,DB11909,0.39736,DB00182,DB01576,1.0,0.39736,0.015428096419883077
DB00341,DB01117,0.396942,DB00341,DB06282,1.0,0.396942,0.015354874886577195
DB00199,DB08823,0.414088,DB00199,DB01211,0.958426,0.396872705488,0.01534276268560217
DB00317,DB05524,0.481794,DB00317,DB05424,0.823713,0.396859981122,0.015340539363339825
DB00402,DB00758,0.396609,DB00402,DB01198,1.0,0.396609,0.015296736811965554
DB00542,DB00754,0.445521,DB00542,DB14125,0.890025,0.396524828025,0.015282068505969285
DB00315,DB00216,0.561011,DB00315,DB00669,0.706189,0.396179797079,0.015222055812242986
DB00468,DB00206,0.396059,DB00468,DB00908,1.0,0.396059,0.01520108849853703
DB00402,DB01178,0.396059,DB00402,DB01198,1.0,0.396059,0.01520108849853703
DB00396,DB05804,0.465242,DB00396,DB06780,0.85105,0.3959442041,0.01518118368724693
DB00388,DB00368,0.481543,DB00388,DB08985,0.821953,0.395805713479,0.015157197396874376
DB00289,DB01173,0.46875,DB00289,DB09186,0.84375,0.3955078125,0.015105701585472144
DB00341,DB00246,0.395319,DB00341,DB06282,1.0,0.395319,0.01507313365922841
DB00397,DB00870,0.395285,DB00397,DB01486,1.0,0.395285,0.015067274875402227
DB00454,DB04896,0.492805,DB00454,DB00913,0.801486,0.39497630823,0.01501416308641695
DB00136,DB05990,0.439072,DB00136,DB01436,0.899423,0.394911455456,0.015003023435775415
DB00420,DB09084,0.446026,DB00420,DB00477,0.885316,0.3948739542159999,0.014996584849281411
DB00194,DB00638,0.394737,DB00194,DB00640,1.0,0.394737,0.014973089461620244
DB00316,DB04242,0.573539,DB00316,DB03783,0.688247,0.394736496133,0.01497300307291635
DB00154,DB06811,0.394676,DB00154,DB14104,1.0,0.394676,0.014962633746698158
DB00520,DB00362,0.678448,DB00520,DB01141,0.581665,0.39462945592,0.014954659676188344
DB00532,DB00252,0.554265,DB00532,DB00849,0.711967,0.394618389255,0.014952764189238011
DB00531,DB12902,0.597319,DB00531,DB12727,0.660098,0.394289077262,0.014896445535724643
DB00531,DB12727,0.660098,DB00531,DB12902,0.597319,0.394289077262,0.014896445535724643
DB00316,DB01688,0.572656,DB00316,DB03783,0.688247,0.3941287740320001,0.014869090464480355
DB00497,DB04844,0.448435,DB00497,DB01192,0.878283,0.3938528371049999,0.014822094630268817
DB00477,DB01114,0.444616,DB00477,DB00420,0.885316,0.393625658656,0.014783489922579142
DB00182,DB00706,0.393284,DB00182,DB01576,1.0,0.393284,0.014725578936148913
DB00255,DB14084,0.589692,DB00255,DB09526,0.666667,0.393128196564,0.014699229049421069
DB00154,DB08964,0.393107,DB00154,DB14104,1.0,0.393107,0.014695647070282059
DB00299,DB15050,0.533381,DB00299,DB00787,0.736842,0.393017522802,0.014680533928200424
DB00277,DB00969,0.429097,DB00277,DB01223,0.915811,0.392971752667,0.014672807806423759
DB00514,DB04892,0.467707,DB00514,DB13810,0.840083,0.392912699681,0.01466284418243925
DB00297,DB09216,0.392695,DB00297,DB01002,1.0,0.392695,0.014626158646660522
DB00177,DB01029,0.623879,DB00177,DB00678,0.628828,0.392312583812,0.01456188910082553
DB00186,DB13056,0.457604,DB00186,DB00842,0.857215,0.39226501286,0.01455390964870481
DB00509,DB09115,0.392232,DB00509,DB00451,1.0,0.392232,0.014548374142305759
DB00154,DB00313,0.392232,DB00154,DB14104,1.0,0.392232,0.014548374142305759
DB00531,DB12083,0.593914,DB00531,DB12727,0.660098,0.392041443572,0.014516454198004562
DB00423,DB09089,0.493012,DB00423,DB00874,0.794996,0.391942567952,0.01449991313390756
DB00452,DB14081,0.396788,DB00452,DB01421,0.98773,0.3919194112399999,0.014496041331941085
DB00244,DB01880,0.478714,DB00244,DB00233,0.818182,0.3916751779479999,0.014455254534693054
DB00519,DB00198,0.398962,DB00519,DB00178,0.981481,0.391573622722,0.014438321210718249
DB00139,DB02272,0.486864,DB00139,DB03553,0.80403,0.39145326192,0.014418272251666274
DB00297,DB12900,0.391452,DB00297,DB01002,1.0,0.391452,0.014418062163737371
DB00414,DB00222,0.564152,DB00414,DB01067,0.693375,0.3911688929999999,0.014370989952212847
DB00232,DB00436,0.478386,DB00232,DB01324,0.817193,0.390933690498,0.014331973916371431
DB00231,DB04960,0.451848,DB00231,DB13872,0.864263,0.390515508024,0.014262808419391653
DB00341,DB12545,0.39036,DB00341,DB06282,1.0,0.39036,0.014237154506263642
DB00411,DB04660,0.494451,DB00411,DB03128,0.789474,0.3903562087739999,0.014236529522731462
DB00565,DB00416,0.430377,DB00565,DB00732,0.906962,0.390335584674,0.01423313001449268
DB00182,DB13524,0.390199,DB00182,DB01576,1.0,0.390199,0.014210632465225819
DB00194,DB02115,0.390007,DB00194,DB00640,1.0,0.390007,0.014179054015621714
DB00452,DB12604,0.394676,DB00452,DB01421,0.98773,0.38983332548,0.014150536675617987
DB00335,DB13757,0.493197,DB00335,DB00187,0.789747,0.3895008511589999,0.014096069033369123
DB00376,DB00771,0.38949,DB00376,DB00387,1.0,0.38949,0.014094294096647971
DB00178,DB08992,0.396746,DB00178,DB00519,0.981481,0.389398660826,0.014079360539055853
DB00316,DB05409,0.565736,DB00316,DB03783,0.688247,0.389366104792,0.014074040748920548
DB00182,DB06195,0.389331,DB00182,DB01576,1.0,0.389331,0.014068306235325696
DB00397,DB01495,0.389249,DB00397,DB01486,1.0,0.389249,0.014054918283943741
DB00297,DB00549,0.389223,DB00297,DB01002,1.0,0.389223,0.014050675396151471
DB00485,DB01247,0.406579,DB00485,DB00301,0.956847,0.389033896413,0.014019845963206793
DB00502,DB12693,0.439893,DB00502,DB12401,0.883721,0.388742681853,0.013972472499979528
DB00171,DB03227,0.46979,DB00171,DB00157,0.82734,0.3886760586,0.013961652075249303
DB00116,DB11656,0.460687,DB00116,DB04789,0.843234,0.388466941758,0.013927731343212532
DB00327,DB00655,0.443785,DB00327,DB00956,0.87519,0.38839619415,0.013916269952859769
DB00359,DB06637,0.480384,DB00359,DB00891,0.808138,0.3882165649919999,0.013887202322161452
DB00414,DB00672,0.559793,DB00414,DB01067,0.693375,0.3881464713749999,0.013875872591173349
DB00477,DB04017,0.438397,DB00477,DB00420,0.885316,0.3881198784519999,0.013871576071510341
DB00391,DB01195,0.489898,DB00391,DB06288,0.792118,0.388057023964,0.013861425023929539
DB00359,DB00559,0.480129,DB00359,DB00891,0.808138,0.388010489802,0.0138539134489846
DB00277,DB00993,0.423659,DB00277,DB01223,0.915811,0.387991572449,0.013850860703905786
DB00543,DB12111,0.456435,DB00543,DB00408,0.85,0.3879697499999999,0.013847339806259922
DB00433,DB00972,0.433614,DB00433,DB12710,0.894427,0.387836069178,0.013825786561933038
DB00433,DB12661,0.433614,DB00433,DB12710,0.894427,0.387836069178,0.013825786561933038
DB00182,DB00835,0.387783,DB00182,DB01576,1.0,0.387783,0.01381723751194651
DB00182,DB11919,0.387783,DB00182,DB01576,1.0,0.387783,0.01381723751194651
DB00277,DB00352,0.423077,DB00277,DB01223,0.915811,0.387458570447,0.013765063792798982
DB00390,DB12350,0.434216,DB00390,DB01396,0.892308,0.387454410528,0.013764395805723985
DB00452,DB15136,0.392232,DB00452,DB01421,0.98773,0.38741931336,0.013758761014700326
DB00542,DB04840,0.435143,DB00542,DB14125,0.890025,0.387288148575,0.013737718629729351
DB00187,DB01168,0.467764,DB00187,DB00264,0.827329,0.386994722356,0.01369073585805465
DB00182,DB09272,0.386658,DB00182,DB01576,1.0,0.386658,0.013636974894046474
DB00459,DB11672,0.448794,DB00459,DB00926,0.861397,0.386589805218,0.01362610698962549
DB00554,DB12418,0.466149,DB00554,DB00469,0.828956,0.386417010444,0.013598599637739054
DB00190,DB12948,0.489956,DB00190,DB00968,0.787839,0.386006445084,0.013533414808658252
DB00419,DB00898,0.385758,DB00419,DB14872,1.0,0.385758,0.01349408790956427
DB00341,DB01419,0.385758,DB00341,DB06282,1.0,0.385758,0.01349408790956427
DB00398,DB08828,0.424437,DB00398,DB08896,0.908811,0.385733014407,0.013490137817824353
DB00487,DB00711,0.440086,DB00487,DB01059,0.87646,0.38571777556,0.013487729077839596
DB00333,DB01433,0.679119,DB00333,DB00647,0.567962,0.385713785478,0.013487098437816925
DB00404,DB01595,0.444478,DB00404,DB00897,0.867533,0.385599332774,0.013469018744958856
DB00178,DB00389,0.392837,DB00178,DB00519,0.981481,0.385562051597,0.013463133645158486
DB00178,DB11552,0.392837,DB00178,DB00519,0.981481,0.385562051597,0.013463133645158486
DB00271,DB12407,0.45565,DB00271,DB09133,0.846114,0.3855318441,0.013458366645013122
DB00485,DB08439,0.402911,DB00485,DB00301,0.956847,0.385524181617,0.013457157649004674
DB00539,DB00204,0.453374,DB00539,DB00675,0.850033,0.385382861342,0.013434875122457541
DB00498,DB12173,0.473879,DB00498,DB13136,0.81322,0.38536788038,0.013432514700415921
DB00341,DB13154,0.385164,DB00341,DB06282,1.0,0.385164,0.013400423106786966
DB00139,DB06206,0.478947,DB00139,DB03553,0.80403,0.38508775641,0.01338843740996071
DB00452,DB00284,0.389249,DB00452,DB01421,0.98773,0.38447291477,0.013292087477156099
DB00402,DB12061,0.384234,DB00402,DB01198,1.0,0.384234,0.013254793913598573
DB00387,DB00481,0.384234,DB00387,DB00376,1.0,0.384234,0.013254793913598573
DB00397,DB13514,0.384137,DB00397,DB01486,1.0,0.384137,0.013239675911811374
DB00264,DB06804,0.464207,DB00264,DB00187,0.827329,0.3840519131029999,0.013226425693717002
DB00313,DB04183,0.527645,DB00313,DB04165,0.727607,0.383918195515,0.013205623295881399
DB00244,DB00345,0.469042,DB00244,DB00233,0.818182,0.383761721644,0.013181313073311397
DB00244,DB12618,0.469042,DB00244,DB00233,0.818182,0.383761721644,0.013181313073311397
DB00145,DB00996,0.53936,DB00145,DB00855,0.711512,0.38376111232,0.013181218475186711
DB00145,DB00230,0.53936,DB00145,DB00855,0.711512,0.38376111232,0.013181218475186711
DB00397,DB00744,0.383482,DB00397,DB01486,1.0,0.383482,0.013137941579964892
DB00396,DB07706,0.450564,DB00396,DB06780,0.85105,0.3834524922,0.013133372815246446
DB00397,DB13721,0.383326,DB00397,DB01486,1.0,0.383326,0.013113801737545363
DB00423,DB00521,0.481932,DB00423,DB00874,0.794996,0.383134012272,0.013084140490519567
DB00542,DB01367,0.430414,DB00542,DB14125,0.890025,0.3830792203499999,0.01307568497386229
DB00542,DB08940,0.430414,DB00542,DB14125,0.890025,0.3830792203499999,0.01307568497386229
DB00452,DB00955,0.387836,DB00452,DB01421,0.98773,0.38307725228,0.013075381339511177
DB00454,DB00532,0.477697,DB00454,DB00913,0.801486,0.382867457742,0.013043045659568733
DB00187,DB00983,0.46225,DB00187,DB00264,0.827329,0.3824328302499999,0.01297625458092895
DB00182,DB00192,0.38236,DB00182,DB01576,1.0,0.38236,0.012965088549128584
DB00411,DB01245,0.4842,DB00411,DB00202,0.789474,0.3822633108,0.01295027612471555
DB00411,DB08960,0.4842,DB00411,DB03128,0.789474,0.3822633108,0.01295027612471555
DB00414,DB01124,0.551246,DB00414,DB01067,0.693375,0.38222019525,0.012943675233668985
DB00539,DB00269,0.449614,DB00539,DB00675,0.850033,0.382186737262,0.012938554698840017
DB00542,DB12463,0.429377,DB00542,DB14125,0.890025,0.382156264425,0.012933892395428283
DB00523,DB11874,0.381928,DB00523,DB00755,1.0,0.381928,0.012899009834607166
DB00512,DB12665,0.412629,DB00512,DB04911,0.925391,0.381843162939,0.012886064027321096
DB00398,DB01097,0.420084,DB00398,DB08896,0.908811,0.381776960124,0.012875968764397923
DB00398,DB01128,0.420084,DB00398,DB08896,0.908811,0.381776960124,0.012875968764397923
DB00007,DB04869,0.398749,DB00007,DB06825,0.957357,0.381745146393,0.012871119682227133
DB00309,DB12131,0.41723,DB00309,DB00570,0.914894,0.38172122362,0.01286747428500191
DB00341,DB11778,0.381683,DB00341,DB06282,1.0,0.381683,0.012861651366494286
DB00178,DB08806,0.388808,DB00178,DB00519,0.981481,0.381607664648,0.012850180920485448
DB00216,DB00952,0.621119,DB00216,DB00918,0.614295,0.381550296105,0.01284145141788636
DB00429,DB00287,0.51847,DB00429,DB12789,0.7356,0.381386532,0.012816557606461592
DB00186,DB01559,0.44475,DB00186,DB00842,0.857215,0.3812463712499999,0.012795281606512702
DB00332,DB01409,0.428571,DB00332,DB13833,0.889499,0.381213475929,0.01279029217872407
DB00402,DB12931,0.381181,DB00402,DB01198,1.0,0.381181,0.012785367849027108
DB00446,DB12300,0.484481,DB00446,DB07565,0.786357,0.380975025717,0.012754170306817487
DB00451,DB15246,0.380952,DB00451,DB00509,1.0,0.380952,0.012750686443522922
DB00341,DB01430,0.380952,DB00341,DB06282,1.0,0.380952,0.012750686443522922
DB00154,DB02285,0.38075,DB00154,DB14104,1.0,0.38075,0.012720154967369994
DB00194,DB04173,0.380443,DB00194,DB00640,1.0,0.380443,0.012673862217853311
DB00563,DB00384,0.458831,DB00563,DB08878,0.829132,0.3804314646919999,0.012672125361755939
DB00397,DB05719,0.380319,DB00397,DB01486,1.0,0.380319,0.01265520141310611
DB00391,DB13511,0.48,DB00391,DB06288,0.792118,0.38021664,0.012639813347557689
DB00287,DB12708,0.592474,DB00287,DB00654,0.641402,0.380014008548,0.012609394169917375
DB00196,DB01217,0.5,DB00196,DB00582,0.759494,0.379747,0.012569397748121396
DB00397,DB09096,0.379628,DB00397,DB01486,1.0,0.379628,0.012551604059491748
DB00442,DB00299,0.611395,DB00442,DB12531,0.620731,0.379511829745,0.012534252421964064
DB00376,DB06393,0.379291,DB00376,DB00387,1.0,0.379291,0.012501319948500584
DB00297,DB12289,0.379279,DB00297,DB01002,1.0,0.379279,0.012499532313576322
DB00316,DB08880,0.550823,DB00316,DB03783,0.688247,0.379102277281,0.012473229050337912
DB00341,DB12117,0.379088,DB00341,DB06282,1.0,0.379088,0.012471105915092578
DB00139,DB00991,0.471405,DB00139,DB03553,0.80403,0.37902376215,0.012461556762393744
DB00139,DB01390,0.471405,DB00139,DB03553,0.80403,0.37902376215,0.012461556762393744
DB00139,DB11091,0.471405,DB00139,DB03553,0.80403,0.37902376215,0.012461556762393744
DB00114,DB11748,0.487088,DB00114,DB00147,0.777844,0.378878478272,0.012439980871895346
DB00448,DB00730,0.447989,DB00448,DB01129,0.845406,0.378732588534,0.01241834429116753
DB00104,DB00803,0.455439,DB00104,DB06791,0.831483,0.378689786037,0.012412001912379568
DB00194,DB12290,0.378599,DB00194,DB00640,1.0,0.378599,0.012398557789018008
DB00396,DB00783,0.44475,DB00396,DB06780,0.85105,0.3785044875,0.01238457388032601
DB00264,DB06536,0.457496,DB00264,DB00187,0.827329,0.378499708184,0.012383867067266649
DB00397,DB04835,0.378445,DB00397,DB01486,1.0,0.378445,0.012375778511472518
DB00554,DB12792,0.456025,DB00554,DB00469,0.828956,0.3780246599,0.012313768758439791
DB00127,DB00847,0.392232,DB00127,DB03566,0.963624,0.377964168768,0.01230486489078226
DB00127,DB03994,0.392232,DB00127,DB03566,0.963624,0.377964168768,0.01230486489078226
DB00219,DB04822,0.519509,DB00219,DB01062,0.727461,0.377922536649,0.01229873985010927
DB00454,DB00802,0.471143,DB00454,DB00913,0.801486,0.377614518498,0.012253497039837155
DB00154,DB11148,0.377426,DB00154,DB14104,1.0,0.377426,0.01222587077505274
DB00565,DB12923,0.415862,DB00565,DB00732,0.906962,0.377171031244,0.012188583811936046
DB00565,DB05959,0.415862,DB00565,DB00732,0.906962,0.377171031244,0.012188583811936046
DB00564,DB09119,0.582752,DB00564,DB00776,0.647179,0.377144856608,0.012184761017370703
DB00297,DB12749,0.37701,DB00297,DB01002,1.0,0.37701,0.01216508006203985
DB00182,DB01454,0.376969,DB00182,DB01576,1.0,0.376969,0.012159101437662787
DB00548,DB09072,0.433013,DB00548,DB03553,0.870388,0.376889319044,0.012147488896964036
DB00481,DB03052,0.473381,DB00481,DB06249,0.796154,0.376884176674,0.012146739755201998
DB00497,DB00843,0.428929,DB00497,DB01192,0.878283,0.376721048907,0.012122993927960594
DB00154,DB12321,0.376651,DB00154,DB14104,1.0,0.376651,0.012112808303254811
DB00411,DB09031,0.47691,DB00411,DB00202,0.789474,0.37650804534,0.01209204232661833
DB00341,DB01084,0.376497,DB00341,DB06282,1.0,0.376497,0.012090439005554334
DB00402,DB06455,0.376357,DB00402,DB01198,1.0,0.376357,0.012070131209609989
DB00154,DB00815,0.376309,DB00154,DB14104,1.0,0.376309,0.012063174655304987
DB00396,DB02342,0.44198,DB00396,DB06780,0.85105,0.376147079,0.012039730762698618
DB00233,DB08814,0.459504,DB00233,DB00244,0.818182,0.375957901728,0.012012385503447565
DB00186,DB01119,0.438529,DB00186,DB00842,0.857215,0.375913636735,0.012005994060988102
DB00182,DB01072,0.375748,DB00182,DB01576,1.0,0.375748,0.011982101189964019
DB00397,DB08893,0.375735,DB00397,DB01486,1.0,0.375735,0.011980227526244893
DB00397,DB13600,0.375735,DB00397,DB01486,1.0,0.375735,0.011980227526244893
DB00388,DB01407,0.456773,DB00388,DB08985,0.821953,0.375445937669,0.01193862446466078
DB00468,DB00211,0.375284,DB00468,DB00908,1.0,0.375284,0.011915366938889607
DB00320,DB12200,0.407705,DB00320,DB13345,0.920401,0.375252089705,0.011910788139325768
DB00297,DB09009,0.375117,DB00297,DB01002,1.0,0.375117,0.011891419331165757
DB00297,DB00939,0.37497,DB00297,DB01002,1.0,0.37497,0.011870370732986071
DB00398,DB08901,0.412561,DB00398,DB08896,0.908811,0.374939974971,0.011866075087565835
DB00401,DB02207,0.417959,DB00401,DB01115,0.896854,0.374848200986,0.01185295259675614
DB00187,DB00489,0.452911,DB00187,DB00264,0.827329,0.374706404719,0.011832699790606215
DB00512,DB09298,0.404916,DB00512,DB04911,0.925391,0.374705622156,0.011832588091710764
DB00401,DB11716,0.417752,DB00401,DB01115,0.896854,0.374662552208,0.01182644178171061
DB00341,DB11629,0.374513,DB00341,DB06282,1.0,0.374513,0.011805119191269099
DB00357,DB13740,0.446109,DB00357,DB01437,0.839146,0.374350582914,0.011781996299898253
DB00232,DB13792,0.457865,DB00232,DB01324,0.817193,0.374164072945,0.011755486892176155
DB00202,DB06756,0.473879,DB00202,DB03128,0.789474,0.374115149646,0.011748540924409872
DB00353,DB11664,0.418854,DB00353,DB01253,0.893,0.374036622,0.011737398512464588
DB00277,DB00885,0.408248,DB00277,DB01223,0.915811,0.373878009128,0.011714917780336263
DB00397,DB12248,0.373705,DB00397,DB01486,1.0,0.373705,0.011690434868531123
DB00445,DB13174,0.373649,DB00445,DB00997,1.0,0.373649,0.01168251872464434
DB00523,DB04299,0.373632,DB00523,DB00755,1.0,0.373632,0.011680116435706574
DB00523,DB01677,0.373632,DB00523,DB00982,1.0,0.373632,0.011680116435706574
DB00390,DB13307,0.418617,DB00390,DB01396,0.892308,0.373535298036,0.011666458690491738
DB00266,DB15464,0.53886,DB00266,DB00946,0.693103,0.37348548258,0.011659427837654031
DB00498,DB01447,0.458831,DB00498,DB13136,0.81322,0.37313054582,0.011609428240646839
DB00395,DB13099,0.453247,DB00395,DB00371,0.823055,0.373047209585,0.011597712988973465
DB00353,DB00330,0.41762,DB00353,DB01253,0.893,0.37293466,0.011581905594845532
DB00458,DB01429,0.426746,DB00458,DB01242,0.873589,0.372800611394,0.011563100598097223
DB00397,DB00989,0.372678,DB00397,DB01486,1.0,0.372678,0.011545920898806251
DB00509,DB00887,0.372678,DB00509,DB00451,1.0,0.372678,0.011545920898806251
DB00315,DB01441,0.527561,DB00315,DB00669,0.706189,0.3725577750289999,0.01152909488060955
DB00136,DB01586,0.413758,DB00136,DB01436,0.899423,0.372143461634,0.011471256126750482
DB00136,DB06777,0.413758,DB00136,DB01436,0.899423,0.372143461634,0.011471256126750482
DB00519,DB04688,0.379049,DB00519,DB00178,0.981481,0.372029391569,0.011455371522030066
DB00244,DB01796,0.454545,DB00244,DB00233,0.818182,0.37190053719,0.011437448765686486
DB00452,DB00798,0.376386,DB00452,DB01421,0.98773,0.37176774378,0.011419000974120847
DB00457,DB00346,0.500773,DB00457,DB00590,0.741887,0.371516978651,0.011384227635190924
DB00490,DB12833,0.7,DB00490,DB08922,0.530455,0.3713185,0.011356763319593254
DB00187,DB05316,0.448449,DB00187,DB00264,0.827329,0.371014862721,0.011314847645371013
DB00449,DB01408,0.527778,DB00449,DB00901,0.702782,0.370912878396,0.011300796259674757
DB00182,DB08799,0.370839,DB00182,DB01576,1.0,0.370839,0.011290625795390054
DB00154,DB12162,0.370625,DB00154,DB14104,1.0,0.370625,0.011261205723986716
DB00565,DB00661,0.408504,DB00565,DB00732,0.906962,0.370497604848,0.011243720194782586
DB00445,DB00681,0.37042,DB00445,DB00997,1.0,0.37042,0.011233078965338992
DB00296,DB12946,0.40032,DB00296,DB01002,0.925289,0.37041169248,0.011231940297453245
DB00351,DB02703,0.469779,DB00351,DB13981,0.788241,0.370299068739,0.011216512423680212
DB00154,DB01088,0.37022,DB00154,DB14104,1.0,0.37022,0.01120569097866637
DB00387,DB00637,0.369998,DB00387,DB00376,1.0,0.369998,0.011175351241019375
DB00387,DB06809,0.36997,DB00387,DB00376,1.0,0.36997,0.011171529155257934
DB00411,DB03904,0.468293,DB00411,DB00202,0.789474,0.369705147882,0.011135426362488536
DB00186,DB01558,0.430414,DB00186,DB00842,0.857215,0.36895733701,0.011033980263059741
DB00139,DB04539,0.458831,DB00139,DB03553,0.80403,0.36891388893,0.011028108411536173
DB00139,DB00148,0.458831,DB00139,DB03553,0.80403,0.36891388893,0.011028108411536173
DB00299,DB00426,0.500626,DB00299,DB00787,0.736842,0.368882263092,0.011023835823979214
DB00454,DB01506,0.460179,DB00454,DB00913,0.801486,0.368827025994,0.011016376494424981
DB00252,DB01320,0.540562,DB00252,DB01174,0.682242,0.368794100004,0.01101193197228652
DB00297,DB01791,0.368425,DB00297,DB01002,1.0,0.368425,0.01096220442750756
DB00182,DB14186,0.368421,DB00182,DB01576,1.0,0.368421,0.010961666481198624
DB00182,DB00498,0.368421,DB00182,DB01576,1.0,0.368421,0.010961666481198624
DB00289,DB00234,0.436436,DB00289,DB09186,0.84375,0.3682428749999999,0.01093773189306735
DB00341,DB00328,0.368035,DB00341,DB06282,1.0,0.368035,0.010909851292519333
DB00565,DB09026,0.405763,DB00565,DB00732,0.906962,0.368011622006,0.010906719255881525
DB00301,DB05220,0.384604,DB00301,DB00485,0.956847,0.368007183588,0.010906124703645041
DB00266,DB12319,0.530732,DB00266,DB00946,0.693103,0.367851941396,0.010885344972822883
